MSN,YYYYMM,Description,Unit,Category,Pred
NNEIEUS,197610,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.567
NNEIEUS,197611,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.793
NNEIEUS,197612,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.651
NNEIEUS,197613,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,167.22
NNEIEUS,197701,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.196
NNEIEUS,197702,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.942
NNEIEUS,197703,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.657
NNEIEUS,197704,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.179
NNEIEUS,197705,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.184
NNEIEUS,197706,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.961
NNEIEUS,197707,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.925
NNEIEUS,197708,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.148
NNEIEUS,197709,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.719
NNEIEUS,197710,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.548
NNEIEUS,197711,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.776
NNEIEUS,197712,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.991
NNEIEUS,197713,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,174.225
NNEIEUS,197801,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.573
NNEIEUS,197802,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.585
NNEIEUS,197803,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.739
NNEIEUS,197804,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.244
NNEIEUS,197805,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.308
NNEIEUS,197806,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.633
NNEIEUS,197807,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.87
NNEIEUS,197808,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.669
NNEIEUS,197809,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.293
NNEIEUS,197810,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.422
NNEIEUS,197811,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.51
NNEIEUS,197812,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.07
NNEIEUS,197813,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,174.915
NNEIEUS,197901,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.547
NNEIEUS,197902,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.46
NNEIEUS,197903,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.297
NNEIEUS,197904,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.331
NNEIEUS,197905,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.229
NNEIEUS,197906,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.583
NNEIEUS,197907,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,20.281
NNEIEUS,197908,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,20.613
NNEIEUS,197909,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.578
NNEIEUS,197910,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.742
NNEIEUS,197911,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.331
NNEIEUS,197912,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.687
NNEIEUS,197913,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,191.677
NNEIEUS,198001,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.072
NNEIEUS,198002,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.368
NNEIEUS,198003,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.461
NNEIEUS,198004,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.97
NNEIEUS,198005,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.341
NNEIEUS,198006,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.337
NNEIEUS,198007,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.885
NNEIEUS,198008,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.067
NNEIEUS,198009,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.453
NNEIEUS,198010,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.401
NNEIEUS,198011,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.912
NNEIEUS,198012,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.179
NNEIEUS,198013,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,200.454
NNEIEUS,198101,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.598
NNEIEUS,198102,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.182
NNEIEUS,198103,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.87
NNEIEUS,198104,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.71
NNEIEUS,198105,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.196
NNEIEUS,198106,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,20.699
NNEIEUS,198107,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.324
NNEIEUS,198108,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.177
NNEIEUS,198109,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.651
NNEIEUS,198110,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.399
NNEIEUS,198111,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.069
NNEIEUS,198112,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.019
NNEIEUS,198113,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,197.925
NNEIEUS,198201,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.952
NNEIEUS,198202,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.988
NNEIEUS,198203,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.431
NNEIEUS,198204,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.42
NNEIEUS,198205,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.046
NNEIEUS,198206,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.098
NNEIEUS,198207,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.221
NNEIEUS,198208,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.688
NNEIEUS,198209,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.975
NNEIEUS,198210,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.866
NNEIEUS,198211,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.335
NNEIEUS,198212,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.694
NNEIEUS,198213,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,175.721
NNEIEUS,198301,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.3
NNEIEUS,198302,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.604
NNEIEUS,198303,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.284
NNEIEUS,198304,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.012
NNEIEUS,198305,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.833
NNEIEUS,198306,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.424
NNEIEUS,198307,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.026
NNEIEUS,198308,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.05
NNEIEUS,198309,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.144
NNEIEUS,198310,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.591
NNEIEUS,198311,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.578
NNEIEUS,198312,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.801
NNEIEUS,198313,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,157.703
NNEIEUS,198401,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.738
NNEIEUS,198402,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.227
NNEIEUS,198403,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.255
NNEIEUS,198404,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.015
NNEIEUS,198405,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.442
NNEIEUS,198406,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.231
NNEIEUS,198407,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.025
NNEIEUS,198408,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.063
NNEIEUS,198409,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.825
NNEIEUS,198410,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.694
NNEIEUS,198411,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.317
NNEIEUS,198412,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.83
NNEIEUS,198413,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,169.706
NNEIEUS,198501,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.381
NNEIEUS,198502,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.106
NNEIEUS,198503,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.36
NNEIEUS,198504,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.773
NNEIEUS,198505,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.873
NNEIEUS,198506,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.369
NNEIEUS,198507,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.316
NNEIEUS,198508,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.303
NNEIEUS,198509,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.994
NNEIEUS,198510,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.588
NNEIEUS,198511,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.57
NNEIEUS,198512,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.505
NNEIEUS,198513,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,166.306
NNEIEUS,198601,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.037
NNEIEUS,198602,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,8.565
NNEIEUS,198603,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.247
NNEIEUS,198604,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.802
NNEIEUS,198605,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.581
NNEIEUS,198606,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.153
NNEIEUS,198607,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.366
NNEIEUS,198608,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.016
NNEIEUS,198609,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.406
NNEIEUS,198610,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.775
NNEIEUS,198611,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.149
NNEIEUS,198612,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.519
NNEIEUS,198613,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,141.677
NNEIEUS,198701,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.061
NNEIEUS,198702,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,8.628
NNEIEUS,198703,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.397
NNEIEUS,198704,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.237
NNEIEUS,198705,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.2
NNEIEUS,198706,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.419
NNEIEUS,198707,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.342
NNEIEUS,198708,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.4
NNEIEUS,198709,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.572
NNEIEUS,198710,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.95
NNEIEUS,198711,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.79
NNEIEUS,198712,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.664
NNEIEUS,198713,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,154.709
NNEIEUS,198801,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.088
NNEIEUS,198802,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.202
NNEIEUS,198803,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.065
NNEIEUS,198804,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.811
NNEIEUS,198805,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.006
NNEIEUS,198806,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.197
NNEIEUS,198807,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.776
NNEIEUS,198808,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.655
NNEIEUS,198809,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.613
NNEIEUS,198810,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.838
NNEIEUS,198811,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,8.15
NNEIEUS,198812,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,7.448
NNEIEUS,198813,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,142.861
NNEIEUS,198901,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,8.89
NNEIEUS,198902,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.42
NNEIEUS,198903,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.758
NNEIEUS,198904,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.187
NNEIEUS,198905,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.128
NNEIEUS,198906,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.696
NNEIEUS,198907,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.29
NNEIEUS,198908,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.679
NNEIEUS,198909,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.154
NNEIEUS,198910,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.327
NNEIEUS,198911,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.41
NNEIEUS,198912,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.349
NNEIEUS,198913,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,168.326
NNEIEUS,199001,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.182
NNEIEUS,199002,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,8.295
NNEIEUS,199003,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.59
NNEIEUS,199004,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.53
NNEIEUS,199005,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.351
NNEIEUS,199006,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.698
NNEIEUS,199007,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,20.507
NNEIEUS,199008,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.59
NNEIEUS,199009,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.936
NNEIEUS,199010,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.165
NNEIEUS,199011,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.632
NNEIEUS,199012,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.017
NNEIEUS,199013,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,175.54
NNEIEUS,199101,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.135
NNEIEUS,199102,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.406
NNEIEUS,199103,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.394
NNEIEUS,199104,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.853
NNEIEUS,199105,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.015
NNEIEUS,199106,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.708
NNEIEUS,199107,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.173
NNEIEUS,199108,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.028
NNEIEUS,199109,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.879
NNEIEUS,199110,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.907
NNEIEUS,199111,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.719
NNEIEUS,199112,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.925
NNEIEUS,199113,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,179.191
NNEIEUS,199201,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.401
NNEIEUS,199202,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.481
NNEIEUS,199203,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.993
NNEIEUS,199204,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.434
NNEIEUS,199205,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.916
NNEIEUS,199206,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.908
NNEIEUS,199207,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.47
NNEIEUS,199208,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,20.368
NNEIEUS,199209,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.422
NNEIEUS,199210,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.309
NNEIEUS,199211,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.745
NNEIEUS,199212,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.833
NNEIEUS,199213,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,186.309
NNEIEUS,199301,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.506
NNEIEUS,199302,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.339
NNEIEUS,199303,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.567
NNEIEUS,199304,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.165
NNEIEUS,199305,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.674
NNEIEUS,199306,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.813
NNEIEUS,199307,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,23.371
NNEIEUS,199308,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,24.98
NNEIEUS,199309,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.068
NNEIEUS,199310,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.399
NNEIEUS,199311,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.571
NNEIEUS,199312,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.21
NNEIEUS,199313,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,187.688
NNEIEUS,199401,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.013
NNEIEUS,199402,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.546
NNEIEUS,199403,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.143
NNEIEUS,199404,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.407
NNEIEUS,199405,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,15.25
NNEIEUS,199406,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.498
NNEIEUS,199407,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,25.59
NNEIEUS,199408,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,26.995
NNEIEUS,199409,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,20.897
NNEIEUS,199410,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.636
NNEIEUS,199411,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.33
NNEIEUS,199412,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.683
NNEIEUS,199413,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,211.022
NNEIEUS,199501,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.188
NNEIEUS,199502,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.021
NNEIEUS,199503,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.507
NNEIEUS,199504,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.36
NNEIEUS,199505,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.398
NNEIEUS,199506,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.198
NNEIEUS,199507,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,29.035
NNEIEUS,199508,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,33.423
NNEIEUS,199509,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.566
NNEIEUS,199510,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.101
NNEIEUS,199511,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.126
NNEIEUS,199512,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.313
NNEIEUS,199513,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,228.248
NNEIEUS,199601,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.634
NNEIEUS,199602,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.245
NNEIEUS,199603,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,11.708
NNEIEUS,199604,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.714
NNEIEUS,199605,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,19.835
NNEIEUS,199606,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.45
NNEIEUS,199607,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,26.808
NNEIEUS,199608,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,27.526
NNEIEUS,199609,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.35
NNEIEUS,199610,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,16.968
NNEIEUS,199611,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,12.734
NNEIEUS,199612,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,9.932
NNEIEUS,199613,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,204.929
NNEIEUS,199701,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.256
NNEIEUS,199702,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.564
NNEIEUS,199703,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.984
NNEIEUS,199704,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.261
NNEIEUS,199705,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,17.055
NNEIEUS,199706,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,21.941
NNEIEUS,199707,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,31.656
NNEIEUS,199708,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,28.824
NNEIEUS,199709,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,24.544
NNEIEUS,199710,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,18.012
NNEIEUS,199711,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.245
NNEIEUS,199712,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.528
NNEIEUS,199713,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,218.886
NNEIEUS,199801,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,13.039
NNEIEUS,199802,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,10.192
NNEIEUS,199803,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.795
NNEIEUS,199804,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,14.479
NNEIEUS,199805,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,22.102
NNEIEUS,199806,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,28.844
NNEIEUS,199807,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,34.204
NNEIEUS,199808,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons,2,34.788
